CoverageArea,throughput,end to end delay,delivery ratio,drop ratio
1000,6.22089902585078,0.00409726401440954,0.840201005025126,0.00351758793969849
1500,4.42850888568315,0.00550963366427925,0.591582914572864,0.368969849246231
2000,2.21308100385037,0.00318905324926785,0.298869346733668,0.643592964824121
2500,1.47661002018374,0.00152663924572738,0.200251256281407,0.735552763819096
2800,0.736997440144557,0.000347248120300752,0.100251256281407,0.82751256281407
