packet/seconds,throughput,end to end delay,delivery ratio,drop ratio
10,6.220899025850775,0.00409726401440954,0.8402010050251256,0.0035175879396984926
20,13.225498096789371,0.004309027892206992,0.8933191008413914,0.00037674243375612206
30,21.52044082464824,0.004888122065256684,0.9587762618230519,0.0015903574119025697
40,26.497397390743465,0.003574557266176763,0.8955678322556344,0.0003766714796911294
50,35.28384338571622,0.004703988506873197,0.8580324411188671,0.00042685682719831265
