NumFlows,throughput,end to end delay,delivery ratio,drop ratio
10,5.117421022333479,0.011187603998800815,0.5879612139529027,0.006674222390127188
20,6.566005263066166,0.02367956969263302,0.8401435497072341,0.03727255556255116
30,6.172138847915136,0.03288412630223834,0.8175981873111783,0.03768042967438738
40,6.4976375557269,0.02509451786676781,0.8607921477333501,0.01151414100103816
